Date,Barcode,FlyHeight,Axial_Play,Oil_Top,Oil_Bottom,Max_force
01/11/2021,A4ZY7100860536PCA3182K8A0PMPPP00AP0PP000000       ,6.11,14,8.16,8.09,462
01/11/2021,A4ZYR100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.78,13.2,8.15,8.12,1317
01/11/2021,A4ZZ6100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.8,13.6,8.14,8.11,419
01/11/2021,A4ZZ9100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.07,14.2,8.16,8.12,511
01/11/2021,A4ZZK100860536PCA3182K8A0PMPPP00AP0PP000000       ,6.1,13.3,8.15,8.08,387
01/11/2021,A501A100860536PCA3182K8A0PMPPP00AP0PP000000       ,6.48,13.8,8.15,8.14,501
01/11/2021,A501F100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.35,13,8.15,8.1,400
01/11/2021,A501L100860536PCA3182K8A0PMPPP00AP0PP000000       ,6.67,14.3,8.16,8.11,499
01/11/2021,A502Q100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.42,14.8,8.12,8.15,746
01/11/2021,A503D100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.4,13.6,8.16,8.09,521
01/11/2021,A503K100860536PCA3182K8A0PMPPP00AP0PP000000       ,4.6,13.5,8.14,8.08,469
01/11/2021,A4Z1H100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.01,14,8.15,8.14,461
01/11/2021,A4Z3M100860536PCA3182K8A0PMPPP00AP0PP000000       ,6.46,12.9,8.15,8.15,550
01/11/2021,A4Z4Y100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.42,14,8.09,8.16,458
01/11/2021,A4Z5B100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.7,14.4,8.11,8.12,1043
01/11/2021,A4Z5P100860536PCA3182K8A0PMPPP00AP0PP000000       ,4.65,13.5,8.15,8.13,432
01/11/2021,A4Z5V100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.09,14,8.15,8.12,505
01/11/2021,A4ZMM100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.43,13.6,8.15,8.14,502
01/11/2021,A4ZMS100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.69,13.9,8.13,8.15,721
01/11/2021,A4ZN2100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.47,14,8.14,8.12,624
01/11/2021,A4ZNK100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.89,14,8.16,8.12,591
01/11/2021,A4ZYQ100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.56,13.4,8.14,8.1,548
01/11/2021,A4ZYT100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.28,13.5,8.13,8.14,423
01/11/2021,A4ZYV100860536PCA3182K8A0PMPPP00AP0PP000000       ,6.1,12.9,8.15,8.1,394
01/11/2021,A4ZZ0100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.46,13.8,8.17,8.08,595
01/11/2021,A4ZZ1100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.29,13.1,8.14,8.13,468
01/11/2021,A4ZZ4100860536PCA3182K8A0PMPPP00AP0PP000000       ,6.07,13.8,8.16,8.09,449
01/11/2021,A4ZZN100860536PCA3182K8A0PMPPP00AP0PP000000       ,6.39,14.5,8.14,8.08,420
01/11/2021,A4ZZQ100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.79,13.3,8.17,8.1,492
01/11/2021,A4ZZZ100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.3,12.9,8.13,8.11,776
01/11/2021,A5001100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.31,13.7,8.12,8.09,868
01/11/2021,A500D100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.74,13,8.13,8.15,452
01/11/2021,A500F100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.86,13,8.16,8.09,691
01/11/2021,A500L100860536PCA3182K8A0PMPPP00AP0PP000000       ,6.43,13.5,8.13,8.13,496
01/11/2021,A500Q100860536PCA3182K8A0PMPPP00AP0PP000000       ,6.87,13.4,8.14,8.08,503
01/11/2021,A500V100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.81,13.4,8.12,8.15,445
01/11/2021,A5012100860536PCA3182K8A0PMPPP00AP0PP000000       ,6.19,13.5,8.15,8.08,608
01/11/2021,A5015100860536PCA3182K8A0PMPPP00AP0PP000000       ,6,13.2,8.16,8.14,1391
01/11/2021,A501B100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.27,13.3,8.16,8.08,415
01/11/2021,A501D100860536PCA3182K8A0PMPPP00AP0PP000000       ,6.42,13.3,8.15,8.11,580
01/11/2021,A501T100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.23,14.1,8.12,8.16,446
01/11/2021,A5025100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.77,13,8.12,8.13,420
01/11/2021,A503M100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.14,13.9,8.14,8.08,634
01/11/2021,A503P100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.06,13.3,8.14,8.1,428
01/11/2021,A503T100860536PCA3182K8A0PMPPP00AP0PP000000       ,4.85,13.3,8.12,8.12,464
01/11/2021,A4YVE100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.19,13.7,8.16,8.16,534
01/11/2021,A4Z0G100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.15,13.1,8.1,8.14,424
01/11/2021,A4Z19100860536PCA3182K8A0PMPPP00AP0PP000000       ,6.01,13.7,8.09,8.15,403
01/11/2021,A4Z21100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.33,13.8,8.1,8.12,342
01/11/2021,A4Z24100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.48,13.3,8.16,8.15,869
01/11/2021,A4Z2H100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.28,13.6,8.16,8.15,581
01/11/2021,A4Z4V100860536PCA3182K8A0PMPPP00AP0PP000000       ,6.61,13.9,8.15,8.11,465
01/11/2021,A4Z5A100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.09,14.1,8.23,8.12,636
01/11/2021,A4ZMN100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.37,13.6,8.12,8.17,609
01/11/2021,A4ZMT100860536PCA3182K8A0PMPPP00AP0PP000000       ,6.47,13.6,8.1,8.12,619
01/11/2021,A4ZNJ100860536PCA3182K8A0PMPPP00AP0PP000000       ,6,14.8,8.15,8.11,439
01/11/2021,A4ZXZ100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.67,13.9,8.16,8.08,607
01/11/2021,A4ZY1100860536PCA3182K8A0PMPPP00AP0PP000000       ,5,13.2,8.16,8.09,395
01/11/2021,A4ZYB100860536PCA3182K8A0PMPPP00AP0PP000000       ,6.36,13.6,8.15,8.08,410
01/11/2021,A4ZZG100860536PCA3182K8A0PMPPP00AP0PP000000       ,6.43,13.5,8.12,8.11,383
01/11/2021,A4ZZT100860536PCA3182K8A0PMPPP00AP0PP000000       ,4.8,13.5,8.17,8.15,447
01/11/2021,A4ZZW100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.38,14,8.16,8.15,668
01/11/2021,A5006100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.31,13.6,8.13,8.1,540
01/11/2021,A500A100860536PCA3182K8A0PMPPP00AP0PP000000       ,6.31,13.2,8.15,8.11,458
01/11/2021,A500G100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.87,12.9,8.12,8.13,511
01/11/2021,A500P100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.78,14.3,8.12,8.08,538
01/11/2021,A501H100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.42,13.4,8.14,8.1,377
01/11/2021,A501P100860536PCA3182K8A0PMPPP00AP0PP000000       ,6.38,13.8,8.13,8.09,491
01/11/2021,A502J100860536PCA3182K8A0PMPPP00AP0PP000000       ,4.72,13.5,8.16,8.11,393
01/11/2021,A502S100860536PCA3182K8A0PMPPP00AP0PP000000       ,4.77,13,8.16,8.08,466
01/11/2021,A5032100860536PCA3182K8A0PMPPP00AP0PP000000       ,6.23,13.2,8.12,8.09,413
01/11/2021,A5037100860536PCA3182K8A0PMPPP00AP0PP000000       ,5,13.2,8.15,8.08,1146
01/11/2021,A5037100860536PCA3182K8A0PMPPP00AP0PP000000       ,4.62,13.2,8.15,8.08,1146
01/11/2021,A4YVM100860536PCA3182K8A0PMPPP00AP0PP000000       ,4.98,13.1,8.15,8.14,407
01/11/2021,A4YWS100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.77,14.1,8.16,8.13,453
01/11/2021,A4YWW100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.1,13.9,8.13,8.12,410
01/11/2021,A4YX8100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.28,14.1,8.15,8.12,402
01/11/2021,A4Z12100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.27,14.8,8.16,8.15,396
01/11/2021,A4Z1D100860536PCA3182K8A0PMPPP00AP0PP000000       ,4.93,13.5,8.16,8.11,392
01/11/2021,A4Z26100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.03,13.5,8.12,8.12,447
01/11/2021,A4Z2Q100860536PCA3182K8A0PMPPP00AP0PP000000       ,6.02,13.3,8.15,8.16,505
01/11/2021,A4Z3T100860536PCA3182K8A0PMPPP00AP0PP000000       ,6.42,13.9,8.12,8.15,449
01/11/2021,A4Z5M100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.39,13.6,8.09,8.17,400
01/11/2021,A4Z5S100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.01,13.7,8.15,8.15,474
01/11/2021,A4ZMH100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.47,12.8,8.15,8.13,476
01/11/2021,A4ZMK100860536PCA3182K8A0PMPPP00AP0PP000000       ,6.2,13.9,8.12,8.17,403
01/11/2021,A4ZNA100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.69,14,8.11,8.13,500
01/11/2021,A4ZNS100860536PCA3182K8A0PMPPP00AP0PP000000       ,6.77,13.5,8.14,8.19,469
01/11/2021,A4ZXP100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.91,13.6,8.16,8.15,743
01/11/2021,A4ZXV100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.28,13.8,8.12,8.11,424
01/11/2021,A4ZXY100860536PCA3182K8A0PMPPP00AP0PP000000       ,4.92,13.2,8.15,8.1,571
01/11/2021,A4ZY6100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.93,14.5,8.13,8.15,510
01/11/2021,A4ZYH100860536PCA3182K8A0PMPPP00AP0PP000000       ,6.37,13.1,8.13,8.12,470
01/11/2021,A4ZYX100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.34,13.9,8.16,8.08,503
01/11/2021,A4ZZJ100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.94,14.8,8.15,8.08,510
01/11/2021,A5007100860536PCA3182K8A0PMPPP00AP0PP000000       ,4.99,13.2,8.16,8.13,394
01/11/2021,A5009100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.67,14,8.12,8.08,405
01/11/2021,A500J100860536PCA3182K8A0PMPPP00AP0PP000000       ,6.84,14.1,8.15,8.14,600
01/11/2021,A500S100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.07,13.7,8.15,8.11,2217
01/11/2021,A5018100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.08,13.4,8.12,8.08,743
01/11/2021,A5021100860536PCA3182K8A0PMPPP00AP0PP000000       ,6.38,13.5,8.12,8.08,393
01/11/2021,A5024100860536PCA3182K8A0PMPPP00AP0PP000000       ,7.21,13.7,8.11,8.17,1045
01/11/2021,A5028100860536PCA3182K8A0PMPPP00AP0PP000000       ,6.48,14.2,8.13,8.18,300
01/11/2021,A502N100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.26,13.6,8.12,8.09,422
01/11/2021,A503B100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.2,13.5,8.13,8.1,414
01/11/2021,A503R100860536PCA3182K8A0PMPPP00AP0PP000000       ,4.72,13.7,8.17,8.15,390
01/11/2021,A4Z4N100860536PCA3182K8A0PMPPP00AP0PP000000       ,6.44,14.3,8.11,8.12,564
01/11/2021,A4Z5Y100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.47,13.7,8.14,8.12,379
01/11/2021,A4ZMV100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.76,14.1,8.1,8.16,419
01/11/2021,A4ZN8100860536PCA3182K8A0PMPPP00AP0PP000000       ,6.32,14.7,8.15,8.18,482
01/11/2021,A4ZNC100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.56,13.5,8.09,8.14,480
01/11/2021,A4ZP1100860536PCA3182K8A0PMPPP00AP0PP000000       ,6.25,14.1,8.09,8.16,492
01/11/2021,A4ZZD100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.22,13.4,8.12,8.09,446
01/11/2021,A501Y100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.04,13.2,8.13,8.15,490
01/11/2021,A502B100860536PCA3182K8A0PMPPP00AP0PP000000       ,6.34,14,8.12,8.08,480
01/11/2021,A502E100860536PCA3182K8A0PMPPP00AP0PP000000       ,4.66,13.6,8.15,8.08,463
01/11/2021,A503F100860536PCA3182K8A0PMPPP00AP0PP000000       ,6.73,14,8.13,8.08,429
01/11/2021,A4YW2100860536PCA3182K8A0PMPPP00AP0PP000000       ,4.59,13.3,8.14,8.14,504
01/11/2021,A4YW3100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.73,13.8,8.15,8.15,547
01/11/2021,A4YXX100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.17,13.5,8.16,8.16,346
01/11/2021,A4YY3100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.19,13.2,8.14,8.15,366
01/11/2021,A4Z0C100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.3,13.9,8.11,8.13,384
01/11/2021,A4Z1V100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.68,14.7,8.11,8.16,568
01/11/2021,A4Z28100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.16,13.8,8.16,8.14,552
01/11/2021,A4Z4Q100860536PCA3182K8A0PMPPP00AP0PP000000       ,6.39,14.2,8.13,8.13,396
01/11/2021,A4Z54100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.48,14,8.1,8.15,451
01/11/2021,A4Z5H100860536PCA3182K8A0PMPPP00AP0PP000000       ,4.87,13.2,8.12,8.11,378
01/11/2021,A4ZM4100860536PCA3182K8A0PMPPP00AP0PP000000       ,6.17,13,8.16,8.14,515
01/11/2021,A4ZMP100860536PCA3182K8A0PMPPP00AP0PP000000       ,6.15,14.3,8.13,8.16,627
01/11/2021,A4ZN7100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.69,14.4,8.15,8.16,668
01/11/2021,A4ZNE100860536PCA3182K8A0PMPPP00AP0PP000000       ,6.18,14.5,8.08,8.17,661
01/11/2021,A4ZNQ100860536PCA3182K8A0PMPPP00AP0PP000000       ,6.29,13.1,8.16,8.19,1028
01/11/2021,A4ZNW100860536PCA3182K8A0PMPPP00AP0PP000000       ,6.68,13.9,8.16,8.12,427
01/11/2021,A4ZXG100860536PCA3182K8A0PMPPP00AP0PP000000       ,6.89,14.6,8.09,8.14,1831
01/11/2021,A4ZXG100860536PCA3182K8A0PMPPP00AP0PP000000       ,6.64,14.6,8.09,8.14,1831
01/11/2021,A4ZXG100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.89,14.6,8.09,8.14,1831
01/11/2021,A4ZYN100860536PCA3182K8A0PMPPP00AP0PP000000       ,6.22,13.9,8.16,8.08,429
01/11/2021,A5003100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.77,13,8.13,8.08,473
01/11/2021,A500X100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.12,13.3,8.13,8.09,472
01/11/2021,A500Z100860536PCA3182K8A0PMPPP00AP0PP000000       ,4.88,13.1,8.13,8.15,434
01/11/2021,A5023100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.29,13.7,8.15,8.08,390
01/11/2021,A5029100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.74,13.4,8.15,8.09,822
01/11/2021,A502G100860536PCA3182K8A0PMPPP00AP0PP000000       ,4.75,13.4,8.12,8.13,414
01/11/2021,A4YTX100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.23,13.5,8.13,8.14,511
01/11/2021,A4YV7100860536PCA3182K8A0PMPPP00AP0PP000000       ,4.75,13.3,8.15,8.14,403
01/11/2021,A4YVX100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.03,14.2,8.1,8.12,501
01/11/2021,A4YWJ100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.46,13.8,8.1,8.14,513
01/11/2021,A4YX2100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.7,14.3,8.16,8.11,436
01/11/2021,A4YY5100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.51,13.7,8.16,8.16,399
01/11/2021,A4YYC100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.84,13.7,8.09,8.16,442
01/11/2021,A4YZF100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.45,13.8,8.14,8.12,427
01/11/2021,A4Z1B100860536PCA3182K8A0PMPPP00AP0PP000000       ,4.83,13.6,8.16,8.16,391
01/11/2021,A4Z1W100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.1,13.4,8.1,8.12,586
01/11/2021,A4Z1Z100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.62,14.1,8.15,8.14,403
01/11/2021,A4Z4S100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.31,13,8.15,8.12,681
01/11/2021,A4Z4T100860536PCA3182K8A0PMPPP00AP0PP000000       ,6.4,14.2,8.16,8.11,675
01/11/2021,A4Z60100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.34,13.8,8.16,8.12,429
01/11/2021,A4ZME100860536PCA3182K8A0PMPPP00AP0PP000000       ,6.44,13.7,8.15,8.18,422
01/11/2021,A4ZN5100860536PCA3182K8A0PMPPP00AP0PP000000       ,6.12,14.2,8.15,8.16,368
01/11/2021,A4ZP0100860536PCA3182K8A0PMPPP00AP0PP000000       ,7.06,14.7,8.16,8.18,903
01/11/2021,A4ZXR100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.91,13.8,8.14,8.08,429
01/11/2021,A4ZXW100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.01,13.2,8.14,8.08,744
01/11/2021,A4ZYE100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.96,13.2,8.14,8.09,418
01/11/2021,A4ZYK100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.27,13.8,8.12,8.15,497
01/11/2021,A4ZYM100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.16,13.8,8.13,8.09,1025
01/11/2021,A4ZZL100860536PCA3182K8A0PMPPP00AP0PP000000       ,4.19,12.8,8.16,8.09,771
01/11/2021,A5013100860536PCA3182K8A0PMPPP00AP0PP000000       ,4.66,13.4,8.16,8.09,513
01/11/2021,A501M100860536PCA3182K8A0PMPPP00AP0PP000000       ,6.64,14.1,8.12,8.08,513
01/11/2021,A501S100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.58,14.1,8.1,8.14,394
01/11/2021,A501V100860536PCA3182K8A0PMPPP00AP0PP000000       ,6.34,13.9,8.11,8.17,437
01/11/2021,A502C100860536PCA3182K8A0PMPPP00AP0PP000000       ,6.46,13.9,8.13,8.08,499
01/11/2021,A502L100860536PCA3182K8A0PMPPP00AP0PP000000       ,6.13,14.4,8.16,8.09,728
01/11/2021,A5030100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.59,14,8.12,8.09,451
01/11/2021,A5034100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.77,12.9,8.15,8.09,397
01/11/2021,A5039100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.84,14,8.17,8.15,326
01/11/2021,A503H100860536PCA3182K8A0PMPPP00AP0PP000000       ,6.01,14,8.16,8.09,1262
01/11/2021,A503W100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.41,14.2,8.17,8.15,365
01/11/2021,A2LFD100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.31,13.8,8.09,8.11,524
01/11/2021,A2LH0100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.67,14,8.17,8.13,525
01/11/2021,A2LH4100860536PCA3182K8A0PMPPP00AP0PP000000       ,7,14.2,8.18,8.12,517
01/11/2021,A4YB2100860536PCA3182K8A0PMPPP00AP0PP000000       ,4.71,13.7,8.15,8.15,662
01/11/2021,A4YKV100860536PCA3182K8A0PMPPP00AP0PP000000       ,6.35,14,8.09,8.15,548
01/11/2021,A4YL5100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.69,14.2,8.13,8.15,666
01/11/2021,A4YLE100860536PCA3182K8A0PMPPP00AP0PP000000       ,6.82,13.9,8.15,8.12,370
01/11/2021,A4YM2100860536PCA3182K8A0PMPPP00AP0PP000000       ,6.67,13.8,8.1,8.14,425
01/11/2021,A4YMA100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.4,14.5,8.14,8.15,355
01/11/2021,A4YNC100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.38,14,8.09,8.15,419
01/11/2021,A4YQG100860536PCA3182K8A0PMPPP00AP0PP000000       ,6.7,13.6,8.1,8.13,561
01/11/2021,A4YQJ100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.35,13.5,8.11,8.14,501
01/11/2021,A4YR1100860536PCA3182K8A0PMPPP00AP0PP000000       ,5,14.1,8.13,8.15,429
01/11/2021,A4YR3100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.17,13.7,8.12,8.15,582
01/11/2021,A4YR5100860536PCA3182K8A0PMPPP00AP0PP000000       ,6.21,14.3,8.12,8.1,413
01/11/2021,A4YS4100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.03,14,8.11,8.12,1051
01/11/2021,A4YSM100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.02,13.7,8.09,8.11,461
01/11/2021,A4YSS100860536PCA3182K8A0PMPPP00AP0PP000000       ,4.97,13.9,8.13,8.12,372
01/11/2021,A4YT0100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.2,14,8.1,8.12,435
01/11/2021,A4YTH100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.66,14.5,8.09,8.14,533
01/11/2021,A4YV5100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.61,13.7,8.15,8.15,665
01/11/2021,A4YVV100860536PCA3182K8A0PMPPP00AP0PP000000       ,4.99,13.3,8.13,8.12,371
01/11/2021,A4YXS100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.37,13.5,8.13,8.15,451
01/11/2021,A4YXZ100860536PCA3182K8A0PMPPP00AP0PP000000       ,4.84,13.5,8.1,8.14,316
01/11/2021,A4Z08100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.06,13.5,8.09,8.12,395
01/11/2021,A4Z0J100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.28,14.3,8.15,8.16,452
01/11/2021,A4Z0Z100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.12,13.4,8.16,8.15,641
01/11/2021,A4Z1L100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.11,13.6,8.16,8.15,553
01/11/2021,A4Z2P100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.86,13.2,8.16,8.15,504
01/11/2021,A4Z5W100860536PCA3182K8A0PMPPP00AP0PP000000       ,4.94,13.9,8.11,8.17,539
01/11/2021,A4ZMY100860536PCA3182K8A0PMPPP00AP0PP000000       ,4.98,13.5,8.14,8.19,590
01/11/2021,A4ZNM100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.86,14.2,8.14,8.19,822
01/11/2021,A4ZXE100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.54,14.1,8.11,8.11,1753
01/11/2021,A4ZXH100860536PCA3182K8A0PMPPP00AP0PP000000       ,7.57,14.5,8.15,8.18,439
01/11/2021,A4ZXN100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.36,12.9,8.11,8.17,478
01/11/2021,A4ZY5100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.92,13.4,8.14,8.08,446
01/11/2021,A4ZZA100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.4,13.3,8.13,8.08,498
01/11/2021,A502V100860536PCA3182K8A0PMPPP00AP0PP000000       ,5.26,13.4,8.12,8.08,533
01/11/2021,A502Y100860536PCA3182K8A0PMPPP00AP0PP000000       ,4.86,13,8.15,8.08,466
02/11/2021,A5PAA100860536PCA4182K8A0PMPPP00AP0PP000000       ,6.66,14.2,8.17,8.08,365
02/11/2021,A5PAH100860536PCA4182K8A0PMPPP00AP0PP000000       ,5.87,14.5,8.17,8.11,309
02/11/2021,A5PAN100860536PCA4182K8A0PMPPP00AP0PP000000       ,5.19,14.5,8.09,8.09,486
02/11/2021,A5PB0100860536PCA4182K8A0PMPPP00AP0PP000000       ,6.74,14.8,8.17,8.07,370
02/11/2021,A5PBJ100860536PCA4182K8A0PMPPP00AP0PP000000       ,6.56,13.5,8.13,8.11,587
02/11/2021,A5PBM100860536PCA4182K8A0PMPPP00AP0PP000000       ,6.22,14,8.13,8.12,371
02/11/2021,A5PBT100860536PCA4182K8A0PMPPP00AP0PP000000       ,5.71,12.9,8.13,8.15,616
02/11/2021,A5PC3100860536PCA4182K8A0PMPPP00AP0PP000000       ,6.12,13.6,8.13,8.1,680
02/11/2021,A5PC6100860536PCA4182K8A0PMPPP00AP0PP000000       ,5.75,14.8,8.13,8.07,395
02/11/2021,A5PC8100860536PCA4182K8A0PMPPP00AP0PP000000       ,6.05,13.1,8.12,8.09,324
02/11/2021,A5PCE100860536PCA4182K8A0PMPPP00AP0PP000000       ,6.51,13.2,8.1,8.13,489
02/11/2021,A5PCW100860536PCA4182K8A0PMPPP00AP0PP000000       ,5.5,13.7,8.14,8.08,420
02/11/2021,A5PDC100860536PCA4182K8A0PMPPP00AP0PP000000       ,6.8,14.2,8.12,8.08,725
02/11/2021,A5PEA100860536PCA4182K8A0PMPPP00AP0PP000000       ,7.24,15,8.16,8.1,843
02/11/2021,A5PEB100860536PCA4182K8A0PMPPP00AP0PP000000       ,5.21,13.9,8.13,8.1,463
02/11/2021,A5PED100860536PCA4182K8A0PMPPP00AP0PP000000       ,5.86,13.4,8.11,8.15,458
02/11/2021,A5PEF100860536PCA4182K8A0PMPPP00AP0PP000000       ,6.31,14.1,8.11,8.11,419
02/11/2021,A5PEP100860536PCA4182K8A0PMPPP00AP0PP000000       ,6.58,15.72,8.182,8.138,400
02/11/2021,A5PES100860536PCA4182K8A0PMPPP00AP0PP000000       ,5.6,13.4,8.14,8.08,461
02/11/2021,A5PF5100860536PCA4182K8A0PMPPP00AP0PP000000       ,5.99,14.5,8.1,8.08,475
02/11/2021,A5PF6100860536PCA4182K8A0PMPPP00AP0PP000000       ,6.46,13.6,8.09,8.11,512
02/11/2021,A5PFD100860536PCA4182K8A0PMPPP00AP0PP000000       ,6.57,13.9,8.12,8.09,472
02/11/2021,A5PFS100860536PCA4182K8A0PMPPP00AP0PP000000       ,5.54,14.6,8.13,8.07,544
02/11/2021,A5PG6100860536PCA4182K8A0PMPPP00AP0PP000000       ,5.32,13.6,8.13,8.15,423
02/11/2021,A5PG9100860536PCA4182K8A0PMPPP00AP0PP000000       ,6.35,14.4,8.13,8.11,469
